name,wert,phase_b,phase_bz
A4,16.6,,
A5,0.5,,
A6,71.9,,
A7,2.7,,
A8,1.1,,
B1,19.4,,
B2,15.9,,
C1,58.8,,
C2,-0.4,,
C3,-2.3,,
D1,62.3,,
D2,3.2,,
D3,1.0,,
D4,5.8,,
D5,6.3,,
D6,1.9,,
DA1,27198,,
E1,7.6,,
E2,13.6,,
E3,3.9,,
E5,21.1,,
E6,13.2,,
E8,1.0,,
