name,wert,phase_b,phase_bz
A4,1.5,,
A5,0.4,,
A6,68.7,,
A7,18.5,,
A8,4.0,,
B1,18.4,,
B2,3.9,,
C1,56.1,,
C2,-0.7,,
C3,-7.9,,
D1,51.4,,
D2,5.1,,
D3,1.6,,
D4,7.8,,
D5,7.6,,
D6,10.7,,
E1,6.0,,
E2,12.0,,
E3,3.1,,
E5,17.1,,
E6,8.6,,
E8,1.1,,
