name,wert,phase_b,phase_bz
A4,3.2,,
A5,0.5,,
A6,64.2,,
A7,5.2,,
A8,1.1,,
B1,16.5,,
B2,27.2,,
C1,69.7,,
C2,1.2,,
C3,8.4,,
D1,53.5,,
D2,5.3,,
D3,3.5,,
D4,16.6,,
D5,27.7,,
D6,3.6,,
DA1,51250,,
E1,21.7,,
E2,19.9,,
E3,8.4,,
E5,43.6,,
E6,33.7,,
E8,2.6,,
