name,wert,phase_b,phase_bz
A4,37.5,,
A5,0.3,,
A6,61.1,,
A7,17.4,,
A8,3.2,,
B1,15.1,,
B2,22.2,,
C1,65.2,,
C2,3.3,,
C3,6.0,,
D1,49.1,,
D2,6.3,,
D3,3.9,,
D4,19.7,,
D5,32.4,,
D6,5.3,,
E1,27.5,,
E2,16.8,,
E3,9.2,,
E5,44.7,,
E6,40.1,,
E8,3.5,,
