name,wert,phase_b,phase_bz
A4,7.3,,
A5,0.6,,
A6,64.7,,
A7,6.9,,
A8,3.5,,
B1,15.4,,
B2,10.0,,
C1,58.3,,
C2,-0.1,,
C3,-4.8,,
D1,50.0,,
D2,6.8,,
D3,4.3,,
D4,18.5,,
D5,29.8,,
D6,12.5,,
DA1,283974,,
E1,25.4,,
E2,15.6,,
E3,9.4,,
E5,53.9,,
E6,45.3,,
E8,3.4,,
