0 bis unter 6 Jahre,6 bis unter 15 Jahre,15 bis unter 18 Jahre,18 bis unter 25 Jahre,25 bis unter 55 Jahre,55 bis unter 65 Jahre,65 bis unter 80 Jahre,80 Jahre und älter
2690,4148,1376,4093,19331,3876,3687,1195
