EW gesamt,EW Anteil ♀ absolut,EW Anteil ♀ in %,Veränderung EW gesamt in % - Vorjahr,Veränderung EW gesamt in % - 5 Jahre,Veränderung des 
 Anteils ♀ in %-Punkten - Vorjahr,"Veränderung des 
 Anteils ♀ in %-Punkten  
5 Jahre"
40396,19706,48.8,0.7,3.9,-0.4,-0.8
