id,wert,einheit,color
7070701,2.7542,ALO u25 J. (%),#1E3791
7070702,1.7508,,
7070703,5.279,,
7070704,8.4855,,
7070705,2.1739,,
7070706,1.7995,,
7070707,1.6327,,
