name,wert,phase_b,phase_bz
A4,7.8,,
A5,0.6,,
A6,63.7,,
A7,5.1,,
A8,1.6,,
B1,16.7,,
B2,21.0,,
C1,63.2,,
C2,1.4,,
C3,1.4,,
D1,62.5,,
D2,5.6,,
D3,3.0,,
D4,16.4,,
D5,27.7,,
D6,2.3,,
DA1,31914,,
E1,30.6,,
E2,16.2,,
E3,10.6,,
E5,36.6,,
E6,35.9,,
E8,2.6,,
