KID,Beschreibung,abs.,Indikatorwert,t-5,Bezirk (%),Berlin (%)
A7,Relation Plätze in Jugendfreizeiteinrichtungen zu Kindern und Jugendlichen im Alter 6 bis unter 25 Jahre,498,4.7,-,5.8,6.7
