name,wert,phase_b,phase_bz
A4,5.6,,
A5,0.5,,
A6,71.0,,
A7,13.9,,
A8,1.1,,
B1,12.2,,
B2,32.8,,
C1,69.8,,
C2,1.8,,
C3,5.2,,
D1,60.5,,
D2,4.6,,
D3,2.5,,
D4,10.3,,
D5,15.1,,
D6,1.4,,
DA1,16447,,
E1,9.5,,
E2,13.5,,
E3,6.7,,
E5,9.5,,
E6,17.5,,
E8,1.3,,
