name,wert,phase_b,phase_bz
A4,4.9,,
A5,0.6,,
A6,59.2,,
A7,10.2,,
A8,2.7,,
B1,23.4,,
B2,21.2,,
C1,63.5,,
C2,-0.1,,
C3,0.5,,
D1,47.3,,
D2,9.7,,
D3,5.5,,
D4,39.9,,
D5,58.2,,
D6,6.2,,
E1,58.2,,
E2,32.7,,
E3,16.7,,
E5,68.7,,
E6,72.5,,
E8,3.1,,
