name,wert,phase_b,phase_bz
A4,5.6,,
A5,0.5,,
A6,61.6,,
A7,1.5,,
A8,3.0,,
B1,11.9,,
B2,15.9,,
C1,62.1,,
C2,0.4,,
C3,-6.8,,
D1,55.3,,
D2,6.8,,
D3,3.4,,
D4,16.9,,
D5,34.0,,
D6,10.3,,
E1,30.3,,
E2,12.9,,
E3,9.9,,
E5,87.4,,
E6,58.6,,
E8,3.1,,
