name,wert,phase_b,phase_bz
A4,1.3,,
A5,0.3,,
A6,60.4,,
A7,3.6,,
A8,3.5,,
B1,14.5,,
B2,9.2,,
C1,60.3,,
C2,-0.6,,
C3,-8.7,,
D1,45.5,,
D2,7.7,,
D3,6.0,,
D4,22.5,,
D5,41.2,,
D6,17.6,,
DA1,40121,,
E1,37.3,,
E2,21.1,,
E3,13.6,,
E5,88.1,,
E6,79.1,,
E8,2.3,,
