name,wert,phase_b,phase_bz
A4,7.1,,
A5,0.3,,
A6,66.4,,
A7,2.5,,
A8,1.8,,
B1,12.5,,
B2,24.8,,
C1,62.8,,
C2,1.4,,
C3,-1.9,,
D1,62.0,,
D2,5.3,,
D3,2.4,,
D4,12.0,,
D5,18.8,,
D6,1.7,,
E1,5.6,,
E2,13.5,,
E3,9.9,,
E5,23.5,,
E6,26.2,,
E8,1.0,,
