name,wert,phase_b,phase_bz
A4,9.1,,
A5,0.5,,
A6,62.9,,
A7,3.9,,
A8,1.7,,
B1,14.0,,
B2,25.8,,
C1,66.3,,
C2,1.1,,
C3,-2.5,,
D1,54.5,,
D2,6.6,,
D3,4.2,,
D4,19.0,,
D5,31.7,,
D6,4.8,,
DA1,52379,,
E1,28.5,,
E2,22.8,,
E3,10.5,,
E5,54.9,,
E6,41.3,,
E8,2.6,,
