name,wert,phase_b,phase_bz
A4,1.9,,
A5,0.6,,
A6,68.5,,
A7,4.0,,
A8,2.8,,
B1,14.4,,
B2,5.0,,
C1,47.7,,
C2,0.2,,
C3,-6.7,,
D1,57.9,,
D2,5.5,,
D3,3.0,,
D4,11.4,,
D5,14.8,,
D6,9.7,,
DA1,30432,,
E1,9.3,,
E2,10.9,,
E3,6.5,,
E5,32.7,,
E6,20.6,,
E8,2.3,,
