name,wert,phase_b,phase_bz
A4,17.9,,
A5,0.3,,
A6,58.3,,
A7,0.0,,
A8,2.6,,
B1,17.6,,
B2,18.2,,
C1,60.7,,
C2,-5.8,,
C3,-18.1,,
D1,53.3,,
D2,7.3,,
D3,4.1,,
D4,23.5,,
D5,41.8,,
D6,7.1,,
DA1,12627,,
E1,40.2,,
E2,17.0,,
E3,10.2,,
E5,63.7,,
E6,55.7,,
E8,1.8,,
