name,wert,phase_b,phase_bz
A4,4.1,,
A5,0.4,,
A6,57.2,,
A7,5.4,,
A8,2.0,,
B1,20.1,,
B2,22.9,,
C1,62.2,,
C2,0.4,,
C3,4.7,,
D1,45.8,,
D2,9.1,,
D3,4.8,,
D4,36.2,,
D5,60.6,,
D6,6.3,,
E1,57.8,,
E2,34.5,,
E3,11.0,,
E5,70.0,,
E6,86.8,,
E8,2.5,,
