name,wert,phase_b,phase_bz
A4,5.7,,
A5,0.5,,
A6,64.2,,
A7,6.4,,
A8,1.5,,
B1,15.8,,
B2,18.3,,
C1,66.7,,
C2,-0.2,,
C3,-4.8,,
D1,52.0,,
D2,4.2,,
D3,2.0,,
D4,10.0,,
D5,14.8,,
D6,5.3,,
DA1,46644,,
E1,15.2,,
E2,14.4,,
E3,6.0,,
E5,30.9,,
E6,16.6,,
E8,2.3,,
