name,wert,phase_b,phase_bz
A1,12,1,2
A2,34,2,1
A3,54,2,2
A4,78,3,3
A5,90,1,2
A6,12,3,1
A7,23,1,1
A8,32,1,1
B1,12,1,2
B2,34,2,2
B3,54,2,3
B4,78,1,1
C1,90,2,2
C2,12,1,1
C3,23,3,3
D1,32,1,3
D2,12,3,3
D3,34,1,1
D4,54,1,1
D5,78,1,3
D6,90,2,2
E1,12,2,2
E2,23,1,3
E3,32,2,2
E4,12,1,1
E5,34,3,3
E6,54,2,2
E7,78,3,3
E8,90,1,3
E9,12,1,1
F1,23,1,1
F2,32,2,5
F3,12,2,2
F4,34,1,2
F5,54,2,2
