name,wert,phase_b,phase_bz
A4,5.3,,
A5,0.7,,
A6,64.5,,
A7,6.6,,
A8,2.4,,
B1,14.1,,
B2,14.8,,
C1,62.7,,
C2,0.5,,
C3,-3.3,,
D1,49.6,,
D2,5.8,,
D3,3.4,,
D4,14.1,,
D5,21.9,,
D6,9.8,,
DA1,50839,,
E1,19.2,,
E2,15.9,,
E3,8.7,,
E5,53.4,,
E6,38.9,,
E8,2.3,,
