name,wert,phase_b,phase_bz
A4,15.9,,
A5,0.6,,
A6,60.4,,
A7,5.5,,
A8,4.3,,
B1,15.4,,
B2,12.9,,
C1,57.1,,
C2,1.0,,
C3,-3.2,,
D1,46.2,,
D2,7.4,,
D3,4.8,,
D4,23.8,,
D5,43.5,,
D6,11.7,,
E1,39.8,,
E2,25.8,,
E3,13.3,,
E5,77.9,,
E6,59.9,,
E8,3.4,,
