name,wert,phase_b,phase_bz
A4,3.0,,
A5,0.7,,
A6,54.5,,
A7,3.7,,
A8,3.6,,
B1,19.3,,
B2,10.1,,
C1,56.7,,
C2,-0.4,,
C3,-5.1,,
D1,41.8,,
D2,10.2,,
D3,6.4,,
D4,38.6,,
D5,64.9,,
D6,16.0,,
E1,47.3,,
E2,34.2,,
E3,15.4,,
E5,91.4,,
E6,79.9,,
E8,3.7,,
