name,wert,phase_b,phase_bz
A4,5.9,,
A5,0.4,,
A6,74.0,,
A7,0.0,,
A8,0.8,,
B1,14.5,,
B2,25.2,,
C1,75.9,,
C2,1.8,,
C3,4.0,,
D1,61.2,,
D2,2.1,,
D3,0.7,,
D4,3.1,,
D5,4.1,,
D6,0.8,,
DA1,6691,,
E1,6.0,,
E2,15.0,,
E3,5.8,,
E5,1.0,,
E6,2.0,,
E8,1.0,,
