name,wert,phase_b,phase_bz
A4,24.3,,
A5,0.4,,
A6,59.5,,
A7,5.4,,
A8,3.1,,
B1,14.2,,
B2,13.6,,
C1,48.1,,
C2,-4.5,,
C3,-19.7,,
D1,56.7,,
D2,5.3,,
D3,2.1,,
D4,13.5,,
D5,22.0,,
D6,3.9,,
DA1,30168,,
E1,31.1,,
E2,25.4,,
E3,8.5,,
E5,33.6,,
E6,36.1,,
E8,2.2,,
