LOR-ID,Name,Anschrift,PLZ / Ort,Bemerkungen
07030301,Stadtteilbibliothek Friedenau "Gerhart-Hauptmann-Bibliothek",Niedstr. 1,12159 Berlin,"Die Stadtteilbibliothek Friedenau ist seit dem 14.12.2015 bis auf weiteres geschlossen. Der Bezirk prüft, ob die Bibliothek im Rathaus verbleiben kann. "
