PLR,Name,Anschrift,PLZ,Bemerkungen
7030301,Stadtteilbibliothek Friedenau "Gerhardt-Hauptmann-Bibliothek",Niedstraße 1,12159 Berlin,Die Stadtteilbibliothek Friedenau ist seit dem 14.12.2015 bis auf weiteres
geschlossen. 
