LOR-ID,Name,Anschrift,PLZ / Ort,Anmerkung,
07030301,Kommunikations-Zentrum Berlin Friedenau,Schnackenburgstraße 4,12157 Berlin,Frau sucht Zukunft – Verein zur Hilfe suchtmittelabhängiger Frauen,KommRum e.V.
