name,wert,phase_b,phase_bz
A4,11.2,,
A5,1.2,,
A6,73.1,,
A7,15.2,,
A8,0.8,,
B1,19.4,,
B2,17.1,,
C1,64.6,,
C2,1.5,,
C3,6.2,,
D1,64.5,,
D2,3.0,,
D3,1.5,,
D4,6.7,,
D5,9.8,,
D6,2.8,,
E1,12.5,,
E2,19.5,,
E3,7.3,,
E5,12.3,,
E6,21.8,,
E8,1.8,,
