LOR-ID,Name,Anschrift,PLZ / Ort,Träger,Kapazität
07060602,3D Medienhaus Marienfelde,Domagkstr. 3,12277 Berlin,NuSZ in der ufafabrik,130
07060604,haus of fun,Tirschenreuther Ring 67,12279 Berlin,BA Tempelhof-Schöneberg ,145
07060604,Jugendtreff Basis,Waldsassener Str. 16 a/b,12279 Berlin,AHB Berlin Leipzig gGmbH,30
