name,wert,phase_b,phase_bz
A4,3.0,,
A5,0.7,,
A6,61.1,,
A7,7.8,,
A8,3.1,,
B1,13.5,,
B2,11.9,,
C1,57.3,,
C2,0.0,,
C3,-6.9,,
D1,48.2,,
D2,7.5,,
D3,4.3,,
D4,22.6,,
D5,42.5,,
D6,14.5,,
E1,39.5,,
E2,27.0,,
E3,16.0,,
E5,83.6,,
E6,69.4,,
E8,2.9,,
