bezirk_id,bezirk_name,prg_id,prg_name,bzr_id,bzr_name,pnr_id,pnr_name,full_id_bzr,full_id_pnr
11,Lichtenberg,02, ,05,Alt-Hohenschönhausen Süd,14,Große-Leege-Straße,110205,11020514
11,Lichtenberg,02, ,05,Alt-Hohenschönhausen Süd,15,Landsberger Allee,110205,11020515
11,Lichtenberg,02, ,05,Alt-Hohenschönhausen Süd,16,Weiße Taube,110205,11020516
11,Lichtenberg,03,Lichtenberg Nord,06,Fennpfuhl,17,Hohenschönhausener Straße,110306,11030617
11,Lichtenberg,03,Lichtenberg Nord,06,Fennpfuhl,18,Fennpfuhl West,110306,11030618
11,Lichtenberg,03,Lichtenberg Nord,06,Fennpfuhl,19,Fennpfuhl Ost,110306,11030619
11,Lichtenberg,03, ,07,Alt-Lichtenberg,20,Herzbergstraße,110307,11030720
11,Lichtenberg,03, ,07,Alt-Lichtenberg,21,Rüdigerstraße,110307,11030721
11,Lichtenberg,03, ,08,Frankfurter Allee Süd,24,Frankfurter Allee Süd,110308,11030824
11,Lichtenberg,04,Lichtenberg Mitte,09,Neu Lichtenberg,25,Victoriastadt,110409,11040925
11,Lichtenberg,04,Lichtenberg Mitte,09,Neu Lichtenberg,26,Weitlingstraße,110409,11040926
11,Lichtenberg,04,Lichtenberg Mitte,10,Friedrichsfelde Nord,22,Rosenfelder Ring,110410,11041022
11,Lichtenberg,04,Lichtenberg Mitte,10,Friedrichsfelde Nord,23,Gensinger Straße,110410,11041023
11,Lichtenberg,04,Lichtenberg Mitte,10,Friedrichsfelde Nord,27,Tierpark,110410,11041027
11,Lichtenberg,04,Lichtenberg Mitte,11,Friedrichsfelde Süd,28,Sewanstraße,110411,11041128
11,Lichtenberg,05,Lichtenberg Süd,12,Rummelsburger Bucht,29,Rummelsburg,110512,11051229
11,Lichtenberg,05,Lichtenberg Süd,13,Karlshorst,30,Karlshorst West,110513,11051330
11,Lichtenberg,05,Lichtenberg Süd,13,Karlshorst,31,Karlshorst Nord,110513,11051331
11,Lichtenberg,05,Lichtenberg Süd,13,Karlshorst,32,Karlshorst Süd,110513,11051332
12,Reinickendorf,10,Reinickendorf-Ost,31,Ost 1 - Reginhardstr.,15,Breitkopfbecken,121031,12103115
12,Reinickendorf,10,Reinickendorf-Ost,31,Ost 1 - Reginhardstr.,16,Hausotterplatz,121031,12103116
12,Reinickendorf,10,Reinickendorf-Ost,31,Ost 1 - Reginhardstr.,17,Letteplatz,121031,12103117
12,Reinickendorf,10,Reinickendorf-Ost,32,Ost 2 - Alt-Reinickendorf,18,Teichstraße,121032,12103218
12,Reinickendorf,10,Reinickendorf-Ost,32,Ost 2 - Alt-Reinickendorf,19,Schäfersee,121032,12103219
12,Reinickendorf,10,Reinickendorf-Ost,32,Ost 2 - Alt-Reinickendorf,20,Humboldtstraße,121032,12103220
12,Reinickendorf,21,Tegel,41,West 1 - Tegel-Süd/Flughafensee,25,Waldidyll/Flughafensee,122141,12214125
12,Reinickendorf,21,Tegel,41,West 1 - Tegel-Süd/Flughafensee,26,Tegel-Süd,122141,12214126
12,Reinickendorf,21,Tegel,44,West 4 - Auguste-Viktoria-Allee,21,Reinickes Hof,122144,12214421
12,Reinickendorf,21,Tegel,44,West 4 - Auguste-Viktoria-Allee,22,Klixstr.,122144,12214422
12,Reinickendorf,21,Tegel,44,West 4 - Auguste-Viktoria-Allee,23,Mellerbogen,122144,12214423
12,Reinickendorf,21,Tegel,44,West 4 - Auguste-Viktoria-Allee,24,Scharnweberstr.,122144,12214424
12,Reinickendorf,21,Tegel,45,West 5 - Tegel/Tegeler Forst,27,Alt-Tegel,122145,12214527
12,Reinickendorf,21,Tegel,45,West 5 - Tegel/Tegeler Forst,28,Tegeler Forst,122145,12214528
12,Reinickendorf,22,Heiligensee-Konradshöhe,42,West 2 - Heiligensee-Konradshöhe,29,Konradshöhe/Tegelort,122242,12224229
12,Reinickendorf,22,Heiligensee-Konradshöhe,42,West 2 - Heiligensee-Konradshöhe,30,Heiligensee,122242,12224230
12,Reinickendorf,23,Frohnau- Hermsdorf,11,Nord 1 - Frohnau/Hermsdorf,01,Hermsdorf,122311,12231101
12,Reinickendorf,23,Frohnau- Hermsdorf,11,Nord 1 - Frohnau/Hermsdorf,02,Frohnau,122311,12231102
12,Reinickendorf,30,Waidmannslust,12,Nord 2 - Waidmannslust/Wittenau/Lübars,03,Wittenau-Süd,123012,12301203
12,Reinickendorf,30,Waidmannslust,12,Nord 2 - Waidmannslust/Wittenau/Lübars,04,Wittenau-Nord,123012,12301204
12,Reinickendorf,30,Waidmannslust,12,Nord 2 - Waidmannslust/Wittenau/Lübars,05,Waidmannslust,123012,12301205
12,Reinickendorf,30,Waidmannslust,12,Nord 2 - Waidmannslust/Wittenau/Lübars,06,Lübars,123012,12301206
12,Reinickendorf,30,Waidmannslust,21,MV 1 - Märkisches Viertel,07,Schorfheidestr.,123021,12302107
12,Reinickendorf,30,Waidmannslust,21,MV 1 - Märkisches Viertel,08,Märkisches Zentrum,123021,12302108
12,Reinickendorf,30,Waidmannslust,21,MV 1 - Märkisches Viertel,09,Treuenbrietzener Str.,123021,12302109
12,Reinickendorf,30,Waidmannslust,21,MV 1 - Märkisches Viertel,10,Dannenwalder Weg,123021,12302110
12,Reinickendorf,30,Waidmannslust,22,MV 2 - Rollbergesiedlung,11,Lübarser Straße,123022,12302211
12,Reinickendorf,30,Waidmannslust,22,MV 2 - Rollbergesiedlung,12,Rollbergesiedlung,123022,12302212
12,Reinickendorf,30,Waidmannslust,43,West 3 - Borsigwalde/Freie Scholle,13,Borsigwalde,123043,12304313
12,Reinickendorf,30,Waidmannslust,43,West 3 - Borsigwalde/Freie Scholle,14,Ziekowstraße/Freie Scholle,123043,12304314
