LOR-ID,Name,Anschrift,PLZ / Ort,Art 1,Art 2,Art 3,Art 4,Art 5,Art 6
07010101,L.-Zobel-Sporthalle,Welserstr. 16-22,10777 Berlin,Halle >=15x27m bis <22x44m,Jugend- und Mehrzweckraum,Kleinspielfeld<5000m²,LAEA (Laufbahn / Springen),,Gymnastikwiese
07010102,Spreewald-Grundschule,Pallasstr. 15,10781 Berlin,Halle >=27 x 45m,Kleinspielfeld<5000m²,LAEA (Laufbahn / Springen),,,
07010102,Werbellinsee-Grundschule,Luitpoldstr. 38,10781 Berlin,Halle >=15x27m bis <22x44m,Kleinspielfeld<5000m²,LAEA (Laufbahn / Springen),,,
07010103,Sophie-Scholl-Schule,Elßholzstr. 34-37,10781 Berlin,Halle >=15x27m bis <22x44m (2x),Konditions- und Kraftraum,Kleinspielfeld<5000m² (2x),LAEA (Laufbahn / Springen / Kugelstoßen),,
07010103,Grundschule am Barbarossaplatz,Barbarossaplatz 5,10781 Berlin,Konditions- und Kraftraum,Kleinspielfeld<5000m²,LAEA (Springen),,,
07010104,Marie-Elisabeth-Lüders-Oberschule (MELO),Steinmetzstraße 79,10783 Berlin,Halle >=10x12m bis <15x27m (2x),,,,,
07010104,Neumark-Grundschule,Steinmetzstraße 46-50,10783 Berlin,Halle >=10x12m bis <15x27m (2x),Kleinspielfeld<5000m²,LAEA (Laufbahn / Springen),,,
