KID,Beschreibung,abs.,Indikatorwert,t-5,Bezirk,Berlin
A7,Relation Plätze in Jugendfreizeiteinrichtungen zu Kindern und Jugendlichen im Alter 6 bis unter 25 J.,722,8.7,-,5.9,6.7
