KID,Indikator / Merkmal,absolut,Indikatorwert,t-5,Indikatorwert Bezirk,Indikatorwert Berlin
A7,Relation Plätze in Jugendfreizeiteinrichtungen zu Kindern und Jugendlichen im Alter 6 bis unter 25 Jahre,531,6.5,-,5.8,6.7
