name,wert,phase_b,phase_bz
A4,0.3,,
A5,0.3,,
A6,59.4,,
A7,0.0,,
A8,8.0,,
B1,12.2,,
B2,23.0,,
C1,62.0,,
C2,-1.2,,
C3,-18.7,,
D1,42.1,,
D2,3.9,,
D3,1.1,,
D4,7.7,,
D5,11.6,,
D6,8.7,,
DA1,15423,,
E1,39.2,,
E2,19.6,,
E3,4.9,,
E5,68.1,,
E6,18.8,,
E8,1.0,,
