name,wert,phase_b,phase_bz
A4,16.7,,
A5,0.9,,
A6,66.4,,
A7,10.8,,
A8,1.3,,
B1,19.2,,
B2,17.0,,
C1,68.5,,
C2,0.6,,
C3,8.2,,
D1,63.5,,
D2,4.8,,
D3,3.7,,
D4,13.4,,
D5,21.2,,
D6,2.8,,
E1,13.2,,
E2,11.6,,
E3,8.1,,
E5,16.5,,
E6,26.4,,
E8,2.4,,
