name,wert,phase_b,phase_bz
A4,5.4,,
A5,0.5,,
A6,58.4,,
A7,0.0,,
A8,2.6,,
B1,13.2,,
B2,21.1,,
C1,62.2,,
C2,2.0,,
C3,0.2,,
D1,45.1,,
D2,4.8,,
D3,1.7,,
D4,10.8,,
D5,19.0,,
D6,7.3,,
DA1,24551,,
E1,19.5,,
E2,16.1,,
E3,6.7,,
E5,56.6,,
E6,33.4,,
E8,1.6,,
