name,wert,phase_b,phase_bz
A4,26.4,,
A5,0.3,,
A6,63.3,,
A7,10.4,,
A8,3.3,,
B1,17.2,,
B2,20.7,,
C1,65.0,,
C2,1.7,,
C3,2.3,,
D1,58.4,,
D2,8.1,,
D3,5.2,,
D4,27.3,,
D5,43.4,,
D6,4.4,,
DA1,48800,,
E1,33.7,,
E2,28.8,,
E3,12.0,,
E5,31.8,,
E6,53.7,,
E8,4.2,,
