name,wert,phase_b,phase_bz
A4,4.5,,
A5,0.8,,
A6,64.7,,
A7,1.3,,
A8,1.8,,
B1,12.9,,
B2,22.5,,
C1,65.0,,
C2,0.9,,
C3,-4.6,,
D1,49.6,,
D2,4.7,,
D3,2.0,,
D4,9.3,,
D5,11.7,,
D6,6.8,,
E1,27.1,,
E2,20.7,,
E3,8.0,,
E5,59.1,,
E6,27.4,,
E8,1.0,,
