name,wert,phase_b,phase_bz
A4,2.2,,
A5,0.3,,
A6,66.0,,
A7,7.1,,
A8,2.5,,
B1,12.4,,
B2,12.9,,
C1,58.4,,
C2,-0.6,,
C3,-9.8,,
D1,60.9,,
D2,5.1,,
D3,1.8,,
D4,9.4,,
D5,12.5,,
D6,4.4,,
DA1,27221,,
E1,10.1,,
E2,15.5,,
E3,5.0,,
E5,13.1,,
E6,13.3,,
E8,1.8,,
