KID,Indikator / Merkmal,absolut,Anteil in %,t-5,Anteil in % (Bezirk),Anteil in % (Berlin)
D6,Anteil Leistungsberechtigte von Grundsicherung (außerhalb von Einrichtungen) nach SGB XII im Alter von 65 J. und mehr an EW dieser Altersgruppe (%),430,5.3,1,6.9,5.5
