name,wert,phase_b,phase_bz
A1,3000,1,2
A2,500,2,1
A3,4000,2,2
A4,3000,3,3
A5,500,1,2
A6,100,3,1
A7,2000,1,1
A8,500,1,1
B1,100,1,2
B2,2000,2,2
B3,500,2,3
B4,100,1,1
C1,2000,2,2
C2,500,1,1
C3,100,3,3
D1,2000,1,3
D2,500,3,3
D3,100,1,1
D4,2000,1,1
D5,500,1,3
D6,100,2,2
E1,2000,2,2
E2,500,1,3
E3,100,2,2
E4,2000,1,1
E5,500,3,3
E6,100,2,2
E7,2000,3,3
E8,500,1,3
E9,100,1,1
F1,2000,1,1
F2,500,2,5
F3,100,2,2
F4,2000,1,2
F5,500,2,2
