name,wert,phase_b,phase_bz
A4,13.3,,
A5,1.0,,
A6,57.7,,
A7,8.0,,
A8,2.6,,
B1,14.5,,
B2,21.4,,
C1,62.3,,
C2,1.3,,
C3,-3.3,,
D1,52.3,,
D2,8.0,,
D3,4.1,,
D4,26.2,,
D5,46.9,,
D6,6.1,,
DA1,27149,,
E1,42.3,,
E2,18.0,,
E3,14.8,,
E5,68.4,,
E6,51.0,,
E8,3.0,,
