name,wert,phase_b,phase_bz
A4,19.1,,
A5,0.9,,
A6,64.2,,
A7,0.0,,
A8,2.8,,
B1,24.3,,
B2,11.2,,
C1,61.9,,
C2,6.2,,
C3,4.7,,
D1,56.4,,
D2,3.8,,
D3,3.3,,
D4,7.9,,
D5,6.1,,
D6,0.9,,
DA1,3766,,
E1,7.3,,
E2,12.6,,
E3,3.3,,
E5,0.0,,
E6,0.0,,
E8,0.7,,
