name,wert,phase_b,phase_bz
A4,20.1,,
A5,0.7,,
A6,60.4,,
A7,6.4,,
A8,2.3,,
B1,16.8,,
B2,23.7,,
C1,65.5,,
C2,0.7,,
C3,1.3,,
D1,50.7,,
D2,6.6,,
D3,3.7,,
D4,22.2,,
D5,36.9,,
D6,4.3,,
E1,37.9,,
E2,22.4,,
E3,11.4,,
E5,51.7,,
E6,46.1,,
E8,3.3,,
